,symbol,company_name,industry,market_cap
3105,JRVR,James River Group Holdings,Insurance,955730000.0
3106,JSPR,Jasper Therapeutics,Biotechnology,108640000.0
3107,JT,Jianpu Technology,Consumer Finance,30500000.0
3108,JUGG,JAWS Juggernaut Acquisition,Blank Check / SPAC,335000000.0
3109,JUN,Juniper II,Blank Check / SPAC,371880000.0
3110,JUPW,Jupiter Wellness,Drug Manufacturers-Specialty & Generic,19210000.0
3111,JVA,Coffee Holding Co.,Food Products,16500000.0
3112,JWAC,Jupiter Wellness Acquisition,Blank Check / SPAC,180280000.0
3113,JWEL,Jowell Global,Internet Retail,52980000.0
3114,JWN,Nordstrom,Multiline Retail,3820000000.0
3115,JWSM,Jaws Mustang Acquisition,Blank Check / SPAC,1270000000.0
3116,JXN,Jackson Financial,Asset Management,2710000000.0
3117,JYAC,Jiya Acquisition,Blank Check / SPAC,137800000.0
3118,JYNT,The Joint,Health Care Providers & Services,257839999.99999997
3119,JZXN,Jiuzi Holdings,Auto & Truck Dealerships,22710000.0
3120,K,Kellogg Company,Food Products,24670000000.0
3121,KACL,Kairous Acquisition,Blank Check / SPAC,100550000.0
3122,KAHC,KKR Acquisition Holdings I,Blank Check / SPAC,1690000000.0
3123,KAI,Kadant,Machinery,2160000000.0
3124,KAII,Kismet Acquisition Two,Blank Check / SPAC,286650000.0
3125,KAIR,Kairos Acquisition,Blank Check / SPAC,338960000.0
3126,KALA,Kala Pharmaceuticals,Pharmaceuticals,49630000.0
3127,KALU,Kaiser Aluminum,Metals & Mining,1520000000.0
3128,KALV,KalVista Pharmaceuticals,Biotechnology,238320000.0
3129,KAMN,Kaman,Trading Companies & Distributors,947040000.0
3130,KAR,KAR Auction Services,Commercial Services & Supplies,1650000000.0
3131,KARO,Karooooo,Software-Application,700110000.0
3132,KAVL,Kaival Brands Innovations Group,Tobacco,28360000.0
3133,KB,KB Financial Group,Banks,16360000000.0
3134,KBAL,Kimball International,Commercial Services & Supplies,313590000.0
3135,KBH,KB Home,Household Durables,2950000000.0
3136,KBNT,Kubient,Software-Application,14500000.0
3137,KBR,"KBR, Inc.",IT Services,6310000000.0
3138,KC,Kingsoft Cloud Holdings,IT Services,842670000.0
3139,KCAC,Kensington Capital Acquisition IV,Blank Check / SPAC,291960000.0
3140,KCGI,Kensington Capital Acquisition V,Blank Check / SPAC,342240000.0
3141,KD,Kyndryl Holdings,Information Technology Services,2550000000.0
3142,KDNY,Chinook Therapeutics,Biotechnology,769660000.0
3143,KDP,Keurig Dr Pepper,Beverages,52780000000.0
3144,KE,Kimball Electronics,"Electronic Equipment, Instruments & C...",434880000.0
3145,KELYA,Kelly Services,Professional Services,707560000.0
3146,KELYB,Kelly Services,Professional Services,692910000.0
3147,KEN,Kenon Holdings,Independent Power and Renewable Elect...,2900000000.0
3148,KEP,Korea Electric Power,Electric Utilities,11630000000.0
3149,KEQU,Kewaunee Scientific,Health Care Equipment & Supplies,38830000.0
3150,KERN,Akerna,Professional Services,15920000.0
3151,KEX,Kirby,Marine,3800000000.0
3152,KEY,KeyCorp,Banks,17360000000.0
3153,KEYS,Keysight Technologies,"Electronic Equipment, Instruments & C...",24870000000.0
3154,KFFB,Kentucky First Federal Bancorp,Thrifts & Mortgage Finance,59830000.0
3155,KFRC,Kforce,Professional Services,1510000000.0
3156,KFS,Kingsway Financial Services,Insurance,130330000.00000001
3157,KFY,Korn Ferry,Professional Services,3160000000.0
3158,KGC,Kinross Gold,Metals & Mining,5390000000.0
3159,KHC,The Kraft Heinz Company,Food Products,54210000000.0
3160,KIDS,OrthoPediatrics,Health Care Equipment & Supplies,851880000.0
3161,KIII,Kismet Acquisition Three,Blank Check / SPAC,356020000.0
3162,KIM,Kimco Realty,Equity Real Estate Investment Trusts ...,14370000000.0
3163,KIND,Nextdoor Holdings,Internet Content & Information,1270000000.0
3164,KINS,Kingstone Companies,Insurance,51860000.0
3165,KINZ,Kins Technology Group,Blank Check / SPAC,347240000.0
3166,KIQ,Kelso Technologies,Machinery,18110000.0
3167,KIRK,Kirkland's,Specialty Retail,90490000.0
3168,KKR,KKR & Co.,Capital Markets,43970000000.0
3169,KLAC,KLA Corporation,Semiconductors & Semiconductor Equipment,50210000000.0
3170,KLAQ,KL Acquisition,Blank Check / SPAC,352550000.0
3171,KLIC,Kulicke & Soffa Industries,Semiconductors & Semiconductor Equipment,3060000000.0
3172,KLR,Kaleyra,Software,132169999.99999999
3173,KLTR,Kaltura,Software-Infrastructure,197920000.0
3174,KLXE,KLX Energy Services Holdings,Energy Equipment & Services,57320000.0
3175,KMB,Kimberly-Clark,Household Products,46890000000.0
3176,KMDA,Kamada,Biotechnology,214520000.0
3177,KMI,Kinder Morgan,"Oil, Gas & Consumable Fuels",42490000000.0
3178,KMPH,KemPharm,Pharmaceuticals,141130000.0
3179,KMPR,Kemper,Insurance,2970000000.0
3180,KMT,Kennametal,Machinery,2130000000.0
3181,KMX,CarMax,Specialty Retail,14680000000.0
3182,KN,Knowles,"Electronic Equipment, Instruments & C...",1740000000.0
3183,KNBE,KnowBe4,Software-Infrastructure,2900000000.0
3184,KNDI,Kandi Technologies Group,Auto Components,176390000.0
3185,KNOP,KNOT Offshore Partners,"Oil, Gas & Consumable Fuels",561920000.0
3186,KNSA,Kiniksa Pharmaceuticals,Biotechnology,569450000.0
3187,KNSL,Kinsale Capital Group,Insurance,4730000000.0
3188,KNSW,KnightSwan Acquisition,Blank Check / SPAC,286060000.0
3189,KNTE,Kinnate Biopharma,Biotechnology,406770000.0
3190,KNTK,Kinetik Holdings,"Oil, Gas & Consumable Fuels",1360000000.0
3191,KNX,Knight-Swift Transportation Holdings,Road & Rail,7810000000.0
3192,KO,The Coca-Cola Company,Beverages,284900000000.0
3193,KOD,Kodiak Sciences,Biotechnology,287300000.0
3194,KODK,Eastman Kodak Company,"Technology Hardware, Storage & Periph...",338570000.0
3195,KOF,Coca-Cola Femsa,Beverages,11660000000.0
3196,KOP,Koppers Holdings,Chemicals,518429999.99999994
3197,KOPN,Kopin,Semiconductors & Semiconductor Equipment,110300000.0
3198,KORE,KORE Group Holdings,Telecom Services,285900000.0
3199,KOS,Kosmos Energy,"Oil, Gas & Consumable Fuels",3100000000.0
3200,KOSS,Koss Corporation,Household Durables,54980000.0
3201,KPLT,Katapult Holdings,Software-Infrastructure,133449999.99999999
3202,KPRX,Kiora Pharmaceuticals,Biotechnology,5260000.0
3203,KPTI,Karyopharm Therapeutics,Biotechnology,472120000.0
3204,KR,The Kroger Company,Food & Staples Retailing,38490000000.0
3205,KRBP,Kiromic BioPharma,Biotechnology,5890000.0
3206,KRC,Kilroy Realty,Equity Real Estate Investment Trusts ...,7230000000.0
3207,KREF,KKR Real Estate Finance Trust,Mortgage Real Estate Investment Trust...,1310000000.0
3208,KRG,Kite Realty Group Trust,Equity Real Estate Investment Trusts ...,9290000000.0
3209,KRKR,36Kr Holdings,Interactive Media & Services,30870000.0
3210,KRMD,Repro Med Systems,Health Care Equipment & Supplies,93780000.0
3211,KRNL,Kernel Group Holdings,Blank Check / SPAC,372940000.0
3212,KRNT,Kornit Digital,Machinery,2180000000.0
3213,KRNY,Kearny Financial,Thrifts & Mortgage Finance,796790000.0
3214,KRO,Kronos Worldwide,Chemicals,1800000000.0
3215,KRON,Kronos Bio,Biotechnology,221820000.0
3216,KROS,Keros Therapeutics,Biotechnology,1060000000.0
3217,KRP,Kimbell Royalty Partners,"Oil, Gas & Consumable Fuels",1130000000.0
3218,KRT,Karat Packaging,Packaging & Containers,376770000.0
3219,KRTX,Karuna Therapeutics,Biotechnology,3100000000.0
3220,KRUS,Kura Sushi USA,"Hotels, Restaurants & Leisure",359520000.0
3221,KRYS,Krystal Biotech,Biotechnology,1420000000.0
3222,KSCP,Knightscope,Security & Protection Services,133110000.00000001
3223,KSI,Kadem Sustainable Impact,Blank Check / SPAC,213060000.0
3224,KSPN,Kaspien Holdings,Specialty Retail,9170000.0
3225,KSS,Kohl's,Multiline Retail,6230000000.0
3226,KT,KT Corporation,Diversified Telecommunication Services,7000000000.0
3227,KTB,Kontoor Brands,"Textiles, Apparel & Luxury Goods",2390000000.0
3228,KTCC,Key Tronic,"Electronic Equipment, Instruments & C...",53810000.0
3229,KTOS,Kratos Defense & Security Solutions,Aerospace & Defense,1640000000.0
3230,KTRA,Kintara Therapeutics,Biotechnology,12320000.0
3231,KTTA,Pasithea Therapeutics,Biotechnology,20800000.0
3232,KUKE,Kuke Music Holding,Entertainment,68590000.0
3233,KULR,KULR Technology Group,Electronic Components,134230000.0
3234,KURA,Kura Oncology,Biotechnology,774310000.0
3235,KVHI,KVH Industries,Communications Equipment,148320000.0
3236,KVSA,Khosla Ventures Acquisition Co.,Blank Check / SPAC,394780000.0
3237,KVSC,Khosla Ventures Acquisition Co. III,Blank Check / SPAC,609680000.0
3238,KW,Kennedy-Wilson Holdings,Real Estate Management & Development,2880000000.0
3239,KWAC,Kingswood Acquisition,Blank Check / SPAC,148480000.0
3240,KWR,Quaker Chemical,Chemicals,2640000000.0
3241,KXIN,Kaixin Auto Holdings,Specialty Retail,177480000.0
3242,KYCH,Keyarch Acquisition,Blank Check / SPAC,147420000.0
3243,KYMR,Kymera Therapeutics,Biotechnology,902070000.0
3244,KZIA,Kazia Therapeutics,Biotechnology,73510000.0
3245,KZR,Kezar Life Sciences,Biotechnology,347340000.0
3246,L,Loews,Insurance,15540000000.0
3247,LAAA,Lakeshore Acquisition I,Blank Check / SPAC,70170000.0
3248,LAB,Standard BioTools,Life Sciences Tools & Services,171500000.0
3249,LABP,Landos Biopharma,Biotechnology,27240000.0
3250,LAC,Lithium Americas,Metals & Mining,3080000000.0
3251,LAD,Lithia Motors,Specialty Retail,8660000000.0
3252,LADR,Ladder Capital,Mortgage Real Estate Investment Trust...,1440000000.0
3253,LAKE,Lakeland Industries,"Textiles, Apparel & Luxury Goods",123760000.0
3254,LAMR,Lamar Advertising Company,Equity Real Estate Investment Trusts ...,10070000000.0
3255,LANC,Lancaster Colony,Food Products,3830000000.0
3256,LAND,Gladstone Land,Equity Real Estate Investment Trusts ...,1030000000.0
3257,LARK,Landmark Bancorp,Banks,124940000.0
3258,LASR,nLIGHT,"Electronic Equipment, Instruments & C...",531940000.00000006
3259,LATG,LatAmGrowth SPAC,Blank Check / SPAC,161850000.0
3260,LAUR,Laureate Education,Diversified Consumer Services,1980000000.0
3261,LAW,CS Disco,Software-Application,1530000000.0
3262,LAX,8i Acquisition 2,Blank Check / SPAC,109070000.0
3263,LAZ,Lazard,Capital Markets,3150000000.0
3264,LAZR,Luminar Technologies,Auto Components,3620000000.0
3265,LAZY,Lazydays Holdings,Specialty Retail,220470000.0
3266,LBAI,Lakeland Bancorp,Banks,961330000.0
3267,LBBB,Lakeshore Acquisition II,Blank Check / SPAC,90500000.0
3268,LBC,Luther Burbank,Thrifts & Mortgage Finance,663100000.0
3269,LBPH,Longboard Pharmaceuticals,Biotechnology,82890000.0
3270,LBPS,4D pharma,Biotechnology,72570000.0
3271,LBRDA,Liberty Broadband,Media,18910000000.0
3272,LBRDK,Liberty Broadband,Media,18980000000.0
3273,LBRT,Liberty Oilfield Services,Energy Equipment & Services,2760000000.0
3274,LBTYA,Liberty Global,Media,12090000000.0
3275,LBTYB,Liberty Global,Diversified Telecommunication Services,10930000000.0
3276,LBTYK,Liberty Global,Media,12110000000.0
3277,LC,LendingClub,Consumer Finance,1450000000.0
3278,LCA,Landcadia Holdings IV,Blank Check / SPAC,608130000.0
3279,LCAA,L Catterton Asia Acquisition,Blank Check / SPAC,350970000.0
3280,LCAP,Lionheart Acquisition II,Blank Check / SPAC,179920000.0
3281,LCFY,Locafy,Internet Content & Information,25250000.0
3282,LCI,Lannett Company,Pharmaceuticals,21930000.0
3283,LCID,Lucid Group,Auto Manufacturers,30040000000.0
3284,LCII,LCI Industries,Auto Components,3010000000.0
3285,LCNB,LCNB Corporation,Banks,179950000.0
3286,LCTX,Lineage Cell Therapeutics,Biotechnology,190090000.0
3287,LCUT,Lifetime Brands,Household Durables,252660000.0
3288,LCW,Learn CW Investment,Blank Check / SPAC,245750000.0
3289,LDHA,LDH Growth I,Blank Check / SPAC,281750000.0
3290,LDI,loanDepot,Mortgage Finance,761480000.0
3291,LDOS,Leidos Holdings,IT Services,13890000000.0
3292,LE,Lands' End,Internet & Direct Marketing Retail,435030000.0
3293,LEA,Lear Corporation,Auto Components,7930000000.0
3294,LEAP,Ribbit LEAP,Shell Companies,577440000.0
3295,LECO,Lincoln Electric Holdings,Machinery,7810000000.0
3296,LEDS,SemiLEDs,Semiconductors & Semiconductor Equipment,11150000.0
3297,LEE,"Lee Enterprises,",Media,125880000.0
3298,LEG,Leggett & Platt,Household Durables,5010000000.0
3299,LEGA,"Lead Edge Growth Opportunities,",Blank Check / SPAC,421500000.0
3300,LEGH,Legacy Housing,Household Durables,423180000.0
3301,LEGN,Legend Biotech,Biotechnology,6070000000.0
3302,LEJU,Leju Holdings,Internet & Direct Marketing Retail,47330000.0
3303,LEN,Lennar,Household Durables,22240000000.0
3304,LEN.B,Lennar,Construction & Engineering,22110000000.0
3305,LESL,Leslie's,Home Improvement Retail,3470000000.0
3306,LEU,Centrus Energy,"Oil, Gas & Consumable Fuels",308460000.0
3307,LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,1020000000.0
3308,LEVI,Levi Strauss & Co.,"Textiles, Apparel & Luxury Goods",6900000000.0
3309,LEXX,Lexaria Bioscience,Biotechnology,12200000.0
3310,LFAC,LF Capital Acquisition II,Blank Check / SPAC,322790000.0
3311,LFC,China Life Insurance Company,Insurance,90920000000.0
3312,LFG,Archaea Energy,Utilities-Renewable,2160000000.0
3313,LFLY,Leafly Holdings,Pharmaceutical Retailers,464420000.0
3314,LFMD,LifeMD,Pharmaceutical Retailers,65200000.0
3315,LFST,Lifestance Health Group,Medical Care Facilities,2540000000.0
3316,LFT,Lument Finance Trust,REIT-Mortgage,130560000.0
3317,LFTR,Lefteris Acquisition,Blank Check / SPAC,255250000.0
3318,LFUS,Littelfuse,"Electronic Equipment, Instruments & C...",6560000000.0
3319,LFVN,LifeVantage,Personal Products,50990000.0
3320,LGAC,Lazard Growth Acquisition I,Blank Check / SPAC,702940000.0
3321,LGF.A,Lions Gate Entertainment,Entertainment,2530000000.0
3322,LGF.B,Lions Gate Entertainment,Entertainment,2540000000.0
3323,LGHL,Lion Group Holding,Capital Markets,49950000.0
3324,LGIH,LGI Homes,Household Durables,2340000000.0
3325,LGL,LGL Group,"Electronic Equipment, Instruments & C...",56120000.0
3326,LGMK,LogicMark,Security & Protection Services,11030000.0
3327,LGND,Ligand Pharmaceuticals,Biotechnology,1450000000.0
3328,LGO,Largo,Other Industrial Metals & Mining,522970000.0
3329,LGST,Semper Paratus Acquisition,Blank Check / SPAC,478370000.0
3330,LGTO,Legato Merger II,Blank Check / SPAC,355880000.0
3331,LGV,Longview Acquisition II,Blank Check / SPAC,842660000.0
3332,LGVC,LAMF Global Ventures I,Blank Check / SPAC,346300000.0
3333,LGVN,Longeveron,Biotechnology,167290000.0
3334,LH,Laboratory Corporation of America Holdings,Health Care Providers & Services,22680000000.0
3335,LHAA,Lerer Hippeau Acquisition,Blank Check / SPAC,279190000.0
3336,LHC,Leo Holdings II,Blank Check / SPAC,460310000.0
3337,LHCG,LHC Group,Health Care Providers & Services,5100000000.0
3338,LHDX,Lucira Health,Medical Devices,106000000.0
3339,LHX,L3Harris Technologies,Aerospace & Defense,45550000000.0
3340,LI,Li Auto,Automobiles,25840000000.0
3341,LIAN,LianBio,Biotechnology,252100000.0
3342,LIBY,Liberty Resources Acquisition,Blank Check / SPAC,149050000.0
3343,LICY,Li-Cycle Holdings,Waste Management,1200000000.0
3344,LIDR,"AEye, Inc.",Auto Parts,773190000.0
3345,LIFE,aTyr Pharma,Biotechnology,85850000.0
3346,LII,Lennox International,Building Products,7960000000.0
3347,LILA,Liberty Latin America,Diversified Telecommunication Services,1920000000.0
3348,LILAK,Liberty Latin America,Media,1920000000.0
3349,LILM,Lilium,Aerospace & Defense,829000000.0
3350,LIN,Linde,Chemicals,155230000000.0
3351,LINC,Lincoln Educational Services,Diversified Consumer Services,150200000.0
3352,LIND,Lindblad Expeditions Holdings,"Hotels, Restaurants & Leisure",641870000.0
3353,LINK,Interlink Electronics,"Electronic Equipment, Instruments & C...",61070000.0
3354,LION,Lionheart III,Blank Check / SPAC,159450000.0
3355,LIQT,LiqTech International,Machinery,10680000.0
3356,LITB,LightInTheBox Holding Co.,Internet & Direct Marketing Retail,128870000.0
3357,LITE,Lumentum Holdings,Communications Equipment,6220000000.0
3358,LITM,Snow Lake Resources,Other Industrial Metals & Mining,58340000.0
3359,LITT,Logistics Innovation Technologies,Shell Companies,412910000.0
3360,LIVB,LIV Capital Acquisition II,Blank Check / SPAC,126350000.0
3361,LIVE,Live Ventures,Household Durables,53480000.0
3362,LIVN,LivaNova,Health Care Equipment & Supplies,3480000000.0
3363,LIXT,Lixte Biotechnology Holdings,Biotechnology,15970000.0
3364,LIZI,Lizhi,Internet Content & Information,57620000.0
3365,LJAQ,LightJump Acquisition,Blank Check / SPAC,172660000.0
3366,LJPC,La Jolla Pharmaceutical Company,Biotechnology,102740000.0
3367,LKCO,Luokung Technology,Interactive Media & Services,164430000.0
3368,LKFN,Lakeland Financial,Banks,1770000000.0
3369,LKQ,LKQ Corporation,Distributors,14450000000.0
3370,LL,Lumber Liquidators Holdings,Specialty Retail,343050000.0
3371,LLAP,Terran Orbital,Aerospace & Defense,560160000.0
3372,LLL,JX Luxventure,Apparel Manufacturing,8690000.0
3373,LLNW,Limelight Networks,IT Services,469860000.0
3374,LLY,Eli Lilly and Company,Pharmaceuticals,277100000000.0
3375,LMACA,Liberty Media Acquisition,Blank Check / SPAC,705810000.0
3376,LMAO,LMF Acquisition Opportunities,Blank Check / SPAC,131970000.0
3377,LMAT,LeMaitre Vascular,Health Care Equipment & Supplies,952940000.0
3378,LMB,Limbach Holdings,Construction & Engineering,60040000.0
3379,LMDX,LumiraDx,Diagnostics & Research,1790000000.0
3380,LMFA,LM Funding America,Diversified Financial Services,15840000.0
3381,LMND,Lemonade,Insurance,1300000000.0
3382,LMNL,Liminal BioSciences,Biotechnology,16760000.000000002
3383,LMNR,Limoneira Company,Food Products,194570000.0
3384,LMPX,LMP Automotive Holdings,Specialty Retail,50290000.0
3385,LMST,Limestone Bancorp,Banks,153210000.0
3386,LMT,Lockheed Martin,Aerospace & Defense,115800000000.0
3387,LNC,Lincoln National,Insurance,9300000000.0
3388,LND,BrasilAgro Cia Brasileira de Propriedades Agricolas,Food Products,639790000.0
3389,LNDC,Landec,Food Products,271240000.0
3390,LNFA,L&F Acquisition,Blank Check / SPAC,216700000.0
3391,LNG,Cheniere Energy,"Oil, Gas & Consumable Fuels",34410000000.0
3392,LNN,Lindsay,Machinery,1400000000.0
3393,LNSR,LENSAR,Medical Devices,77330000.0
3394,LNT,Alliant Energy,Electric Utilities,14660000000.0
3395,LNTH,Lantheus Holdings,Health Care Equipment & Supplies,4390000000.0
3396,LNW,Light & Wonder,"Hotels, Restaurants & Leisure",5040000000.0
3397,LOAN,Manhattan Bridge Capital,Mortgage Real Estate Investment Trust...,60580000.0
3398,LOB,Live Oak Bancshares,Banks,1720000000.0
3399,LOCC,Live Oak Crestview Climate Acquisition,Blank Check / SPAC,240250000.0
3400,LOCL,Local Bounti,Farm Products,547430000.0
3401,LOCO,El Pollo Loco Holdings,"Hotels, Restaurants & Leisure",383330000.0
3402,LODE,Comstock Mining,Metals & Mining,60050000.0
3403,LOGC,LogicBio Therapeutics,Biotechnology,14170000.0
3404,LOGI,Logitech International,"Technology Hardware, Storage & Periph...",10050000000.0
3405,LOKM,Live Oak Mobility Acquisition,Blank Check / SPAC,308660000.0
3406,LOMA,Loma Negra Compania Industrial Argentina,Construction Materials,628720000.0
3407,LOOP,Loop Industries,Chemicals,266800000.0
3408,LOPE,Grand Canyon Education,Diversified Consumer Services,2820000000.0
3409,LOTZ,CarLotz,Auto & Truck Dealerships,69250000.0
3410,LOV,Spark Networks SE,Interactive Media & Services,52920000.0
3411,LOVE,The Lovesac Company,Household Durables,588660000.0
